strategy,open_layer_count_at_exit,basket_count,cross_found_count,cross_found_pct,within_0m_pct,within_1m_pct,within_5m_pct,lag_median,lag_q75,lag_q90,variant
T5/S09,4,6,2,33.33333333333333,0.0,0.0,0.0,207.5,252.75,279.9,touch_q25
T5/S09,5,2,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S09,6,6,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S09,9,6,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S09,10,1,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S09,12,1,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S09,24,1,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S10,1,62,53,85.48387096774194,0.0,3.7735849056603774,11.320754716981133,57.0,228.0,369.40000000000015,touch_q25
T5/S10,2,13,12,92.3076923076923,0.0,0.0,8.333333333333332,131.5,449.25,1065.6000000000001,touch_q25
T5/S10,3,6,2,33.33333333333333,0.0,0.0,0.0,582.5,631.75,661.3,touch_q25
T5/S10,4,7,4,57.14285714285714,0.0,0.0,0.0,691.5,838.0,1003.6,touch_q25
T5/S10,5,3,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S10,6,5,1,20.0,0.0,0.0,0.0,3445.0,3445.0,3445.0,touch_q25
T5/S10,7,1,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S10,8,6,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S10,9,2,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S10,13,1,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S10,20,1,0,0.0,0.0,0.0,0.0,,,,touch_q25
T5/S10,28,1,0,0.0,0.0,0.0,0.0,,,,touch_q25
T6/S12,1,61,59,96.72131147540983,1.694915254237288,54.23728813559322,77.96610169491525,1.0,4.0,9.0,touch_q25
T6/S12,2,29,29,100.0,0.0,37.93103448275862,48.275862068965516,7.0,10.0,47.99999999999999,touch_q25
T6/S12,3,11,11,100.0,0.0,9.090909090909092,72.72727272727273,3.0,9.0,52.0,touch_q25
T6/S12,4,18,18,100.0,0.0,22.22222222222222,61.111111111111114,4.0,29.25,306.3,touch_q25
T6/S12,5,11,11,100.0,9.090909090909092,54.54545454545454,63.63636363636363,1.0,824.0,1603.0,touch_q25
T6/S12,6,13,11,84.61538461538461,27.27272727272727,72.72727272727273,72.72727272727273,1.0,34.5,145.0,touch_q25
T6/S12,7,2,0,0.0,0.0,0.0,0.0,,,,touch_q25
T6/S12,8,4,1,25.0,0.0,0.0,0.0,32.0,32.0,32.0,touch_q25
T6/S12,9,2,0,0.0,0.0,0.0,0.0,,,,touch_q25
T6/S12,10,5,0,0.0,0.0,0.0,0.0,,,,touch_q25
T6/S12,12,2,0,0.0,0.0,0.0,0.0,,,,touch_q25
T6/S12,15,1,0,0.0,0.0,0.0,0.0,,,,touch_q25
T6/S12,16,1,0,0.0,0.0,0.0,0.0,,,,touch_q25
T6/S12,18,2,0,0.0,0.0,0.0,0.0,,,,touch_q25
T6/S12,21,2,0,0.0,0.0,0.0,0.0,,,,touch_q25
T6/S12,25,2,0,0.0,0.0,0.0,0.0,,,,touch_q25
T1/S01,1,211,165,78.19905213270142,26.060606060606062,69.6969696969697,77.57575757575758,1.0,4.0,112.79999999999981,touch_median
T1/S01,2,101,80,79.20792079207921,20.0,67.5,81.25,1.0,3.0,121.60000000000005,touch_median
T1/S01,3,40,30,75.0,26.666666666666668,70.0,73.33333333333333,1.0,5.75,70.00000000000026,touch_median
T1/S01,4,31,24,77.41935483870968,20.833333333333336,62.5,70.83333333333334,1.0,27.5,271.4,touch_median
T1/S01,5,9,5,55.55555555555556,40.0,40.0,40.0,11.0,58.0,1831.0000000000002,touch_median
T1/S01,6,19,19,100.0,15.789473684210526,42.10526315789473,68.42105263157895,2.0,12.5,403.79999999999984,touch_median
T1/S01,7,9,6,66.66666666666666,33.33333333333333,50.0,50.0,8.0,164.25,215.0,touch_median
T1/S01,8,12,9,75.0,55.55555555555556,100.0,100.0,0.0,1.0,1.0,touch_median
T1/S01,9,5,0,0.0,0.0,0.0,0.0,,,,touch_median
T1/S01,10,4,0,0.0,0.0,0.0,0.0,,,,touch_median
T1/S01,11,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T1/S01,12,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T1/S01,15,4,0,0.0,0.0,0.0,0.0,,,,touch_median
T1/S01,16,4,1,25.0,0.0,0.0,0.0,266.0,266.0,266.0,touch_median
T1/S01,18,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T1/S01,20,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T1/S01,24,1,1,100.0,0.0,0.0,0.0,2955.0,2955.0,2955.0,touch_median
T1/S01,27,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T1/S01,31,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T1/S01,72,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,1,153,121,79.08496732026144,17.355371900826448,62.8099173553719,76.85950413223141,1.0,4.0,62.0,touch_median
T2/S03,2,55,44,80.0,22.727272727272727,54.54545454545454,68.18181818181817,1.0,12.25,135.0000000000003,touch_median
T2/S03,3,34,27,79.41176470588235,25.925925925925924,88.88888888888889,96.29629629629629,1.0,1.0,1.4000000000000021,touch_median
T2/S03,4,13,9,69.23076923076923,44.44444444444444,77.77777777777779,77.77777777777779,1.0,1.0,72.80000000000004,touch_median
T2/S03,5,15,13,86.66666666666667,30.76923076923077,84.61538461538461,84.61538461538461,1.0,1.0,324.2000000000003,touch_median
T2/S03,6,11,8,72.72727272727273,12.5,87.5,100.0,1.0,1.0,1.2999999999999998,touch_median
T2/S03,7,3,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,8,10,9,90.0,0.0,55.55555555555556,88.88888888888889,1.0,5.0,5.2,touch_median
T2/S03,9,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,10,4,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,11,3,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,12,4,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,14,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,15,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,16,5,1,20.0,0.0,0.0,0.0,46.0,46.0,46.0,touch_median
T2/S03,17,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,18,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,28,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S03,40,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,1,182,160,87.91208791208791,11.25,76.875,89.375,1.0,1.0,6.0,touch_median
T2/S04,2,48,36,75.0,25.0,86.11111111111111,88.88888888888889,1.0,1.0,5.0,touch_median
T2/S04,3,41,39,95.1219512195122,12.82051282051282,69.23076923076923,89.74358974358975,1.0,2.0,3.6000000000000085,touch_median
T2/S04,4,33,30,90.9090909090909,46.666666666666664,93.33333333333333,93.33333333333333,1.0,1.0,1.0,touch_median
T2/S04,5,19,14,73.68421052631578,35.714285714285715,100.0,100.0,1.0,1.0,1.0,touch_median
T2/S04,6,24,23,95.83333333333334,30.434782608695656,82.6086956521739,91.30434782608695,1.0,1.0,2.8000000000000007,touch_median
T2/S04,7,5,1,20.0,0.0,0.0,0.0,115.0,115.0,115.0,touch_median
T2/S04,8,5,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,9,3,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,10,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,12,5,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,15,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,16,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,18,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,20,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,21,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,24,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,30,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T2/S04,39,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T3/S06,1,62,52,83.87096774193549,21.153846153846153,76.92307692307693,84.61538461538461,1.0,1.0,9.699999999999996,touch_median
T3/S06,2,14,9,64.28571428571429,22.22222222222222,88.88888888888889,88.88888888888889,1.0,1.0,147.00000000000014,touch_median
T3/S06,3,6,1,16.666666666666664,0.0,0.0,0.0,1281.0,1281.0,1281.0,touch_median
T3/S06,4,5,0,0.0,0.0,0.0,0.0,,,,touch_median
T3/S06,5,3,0,0.0,0.0,0.0,0.0,,,,touch_median
T3/S06,6,4,0,0.0,0.0,0.0,0.0,,,,touch_median
T3/S06,7,1,1,100.0,0.0,0.0,0.0,175.0,175.0,175.0,touch_median
T3/S06,12,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T3/S06,16,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T3/S06,188,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T4/S08,1,21,18,85.71428571428571,22.22222222222222,83.33333333333334,88.88888888888889,1.0,1.0,4.200000000000003,touch_median
T4/S08,2,7,0,0.0,0.0,0.0,0.0,,,,touch_median
T4/S08,3,8,8,100.0,0.0,62.5,87.5,1.0,2.5,6.399999999999999,touch_median
T4/S08,4,7,0,0.0,0.0,0.0,0.0,,,,touch_median
T4/S08,5,4,1,25.0,0.0,0.0,0.0,127.0,127.0,127.0,touch_median
T4/S08,6,3,1,33.33333333333333,0.0,0.0,0.0,86.0,86.0,86.0,touch_median
T4/S08,8,4,1,25.0,0.0,0.0,0.0,1436.0,1436.0,1436.0,touch_median
T4/S08,14,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T4/S08,15,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T4/S08,20,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T4/S08,21,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S09,1,38,28,73.68421052631578,25.0,78.57142857142857,89.28571428571429,1.0,1.0,5.600000000000001,touch_median
T5/S09,2,8,7,87.5,14.285714285714285,71.42857142857143,85.71428571428571,1.0,1.5,5.600000000000003,touch_median
T5/S09,3,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S09,4,6,1,16.666666666666664,0.0,0.0,0.0,298.0,298.0,298.0,touch_median
T5/S09,5,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S09,6,6,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S09,9,6,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S09,10,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S09,12,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S09,24,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S10,1,62,40,64.51612903225806,5.0,22.5,37.5,19.0,85.5,251.60000000000008,touch_median
T5/S10,2,13,8,61.53846153846154,25.0,37.5,50.0,7.5,170.75,412.7,touch_median
T5/S10,3,6,1,16.666666666666664,0.0,0.0,0.0,676.0,676.0,676.0,touch_median
T5/S10,4,7,2,28.57142857142857,0.0,0.0,0.0,780.5,940.25,1036.1,touch_median
T5/S10,5,3,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S10,6,5,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S10,7,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S10,8,6,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S10,9,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S10,13,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S10,20,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T5/S10,28,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T6/S12,1,61,51,83.60655737704919,19.607843137254903,76.47058823529412,88.23529411764706,1.0,1.0,6.0,touch_median
T6/S12,2,29,22,75.86206896551724,13.636363636363635,77.27272727272727,86.36363636363636,1.0,1.0,42.70000000000009,touch_median
T6/S12,3,11,11,100.0,0.0,63.63636363636363,81.81818181818183,1.0,2.5,14.0,touch_median
T6/S12,4,18,15,83.33333333333334,13.333333333333334,66.66666666666666,80.0,1.0,3.5,185.3999999999999,touch_median
T6/S12,5,11,11,100.0,18.181818181818183,72.72727272727273,81.81818181818183,1.0,2.0,11.0,touch_median
T6/S12,6,13,9,69.23076923076923,55.55555555555556,88.88888888888889,88.88888888888889,0.0,1.0,343.20000000000033,touch_median
T6/S12,7,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T6/S12,8,4,0,0.0,0.0,0.0,0.0,,,,touch_median
T6/S12,9,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T6/S12,10,5,0,0.0,0.0,0.0,0.0,,,,touch_median
T6/S12,12,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T6/S12,15,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T6/S12,16,1,0,0.0,0.0,0.0,0.0,,,,touch_median
T6/S12,18,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T6/S12,21,2,0,0.0,0.0,0.0,0.0,,,,touch_median
T6/S12,25,2,0,0.0,0.0,0.0,0.0,,,,touch_median
