mode,strategy,feature,auc,auc_lift,direction,positive_median,background_median,positive_count,background_count
all_background,T3/S06,close_minus_ema_50,0.06580348469272654,0.43419651530727343,low,-5.3656904271900885,0.17528058475136277,42,72401
all_background,T3/S06,wma_21_minus_wma_50,0.06621027991589172,0.4337897200841083,low,-3.085884288260786,0.0634604532724552,42,72401
all_background,T3/S06,close_minus_sma_50,0.06687226761535127,0.43312773238464874,low,-6.201500000000237,0.17619999999988067,42,72401
all_background,T3/S06,adx_14_dmp_14,0.07119092649967754,0.4288090735003225,low,10.149784600503704,20.15473743033061,42,72437
all_background,T3/S06,ema_8_minus_ema_21,0.07129412306134658,0.42870587693865336,low,-1.8474307435172932,0.04889452063434874,42,72430
all_background,T3/S06,sma_50_slope_4,0.07285276224942232,0.4271472377505777,low,-1.0092999999999392,0.03839999999968313,42,72397
all_background,T3/S06,rsi_14,0.07333268909535182,0.42666731090464816,low,29.537206100542804,50.62999224872183,42,72437
all_background,T3/S06,adx_14_dmn_14,0.9250337074515327,0.4250337074515327,high,33.89114276299904,20.687003572958286,42,72437
all_background,T3/S06,ao,0.07547359637338508,0.424526403626615,low,-4.416058823529511,0.11864705882339877,42,72417
all_background,T3/S06,mom_34,0.07610640505649896,0.423893594943501,low,-9.745000000000005,0.2599999999999909,42,72416
all_background,T3/S06,close_minus_wma_50,0.07735193081389956,0.42264806918610043,low,-4.405698039215736,0.13068235294099395,42,72401
all_background,T3/S06,sma_21_minus_sma_50,0.07746242652528477,0.4225375734747152,low,-4.1827428571427845,0.09880000000021028,42,72401
all_background,T3/S06,sma_21_slope_4,0.07850854007966095,0.4214914599203391,low,-1.2859523809523807,0.02904761904778752,42,72426
all_background,T3/S06,roc_20,0.07995634537122873,0.42004365462877125,low,-0.46088534282783955,0.011679938769643397,42,72430
all_background,T3/S06,adx_14_adx_14,0.9147788192958479,0.4147788192958479,high,47.407850676695986,23.385617548474332,42,72437
all_background,T3/S06,ema_21_slope_4,0.08815664724454386,0.41184335275545614,low,-1.0990067795338518,0.031107433475881408,42,72426
all_background,T3/S06,mom_20,0.09207970914446131,0.4079202908555387,low,-6.259999999999991,0.16000000000008185,42,72430
all_background,T3/S06,close_minus_ema_21,0.10204203730366924,0.39795796269633077,low,-2.518871141909699,0.07970749368598717,42,72430
all_background,T3/S06,adx_21_adx_21,0.8962163796900784,0.3962163796900784,high,37.99316913864768,19.618078288388055,42,72430
all_background,T3/S06,wma_21_slope_4,0.10528348803968057,0.3947165119603194,low,-1.1957575757573977,0.03227272727269792,42,72426
all_background,T3/S06,aroon_25_aroonosc_25,0.11806811644229663,0.38193188355770336,low,-88.0,12.0,42,72425
all_background,T3/S06,sma_8_minus_sma_21,0.11816614399453002,0.38183385600546993,low,-2.3030952380952385,0.05404761904753741,42,72430
all_background,T3/S06,fisher_14,0.12287689072343322,0.3771231092765668,low,-2.5122917386015895,0.13384320132686484,42,72437
all_background,T3/S06,adx_7_adx_7,0.8730592562793988,0.37305925627939884,high,53.16102763437364,32.041753321616795,42,72444
all_background,T3/S06,adx_7_dmp_7,0.12722372091678036,0.37277627908321964,low,8.261673995482413,19.59112962736279,42,72444
all_background,T3/S06,rsi_8,0.12863528830219884,0.37136471169780116,low,28.063492307074405,50.77726296775298,42,72443
all_background,T3/S06,cmo_14,0.12902046206963652,0.37097953793036353,low,-45.35117558103343,1.4011866235166495,42,72436
all_background,T3/S06,close_minus_sma_21,0.12967610763758766,0.37032389236241237,low,-2.367619047619087,0.08857142857164035,42,72430
all_background,T3/S06,adx_7_dmn_7,0.8637466443702985,0.36374664437029847,high,33.465677404478924,19.988568716137788,42,72444
all_background,T3/S06,wma_8_minus_wma_21,0.14495884367829695,0.3550411563217031,low,-1.1174549062048982,0.0397943722942955,42,72430
all_background,T3/S06,efi_13,0.14517607089773246,0.35482392910226757,low,-371.52724534633546,3.4153782337925946,42,72437
all_background,T4/S08,rsi_34,0.9639494336481814,0.4639494336481814,high,68.49960248986201,50.545750362848295,28,72431
all_background,T4/S08,adx_21_adx_21,0.9630463333254454,0.4630463333254454,high,50.654242837282666,19.62010922637813,28,72444
all_background,T4/S08,ema_21_minus_ema_50,0.9598770972864739,0.45987709728647386,high,7.222116881992633,0.10149397422196671,28,72415
all_background,T4/S08,adx_21_dmp_21,0.9500747375312556,0.4500747375312556,high,35.098539715669375,20.3268527638333,28,72444
all_background,T4/S08,ema_50_slope_4,0.94591833916315,0.44591833916315005,high,2.241267754132309,0.02684707962112043,28,72411
all_background,T4/S08,close_minus_ema_50,0.9455593257119184,0.44555932571191836,high,15.505212167360696,0.17143844628094485,28,72415
all_background,T4/S08,sma_50_slope_4,0.9443245106801059,0.4443245106801059,high,2.3312999999998283,0.03760000000011132,28,72411
all_background,T4/S08,rsi_21,0.9388798835750964,0.43887988357509644,high,70.24187297955373,50.558861634907245,28,72444
all_background,T4/S08,sma_21_minus_sma_50,0.937485327625492,0.43748532762549197,high,6.64220952380947,0.09702857142860921,28,72415
all_background,T4/S08,adx_21_dmn_21,0.06271100041805688,0.4372889995819431,low,9.590584786889913,20.923544385462776,28,72444
all_background,T4/S08,wma_50_slope_4,0.935834285240798,0.43583428524079804,high,2.4245176470586784,0.026572549019419966,28,72411
all_background,T4/S08,close_minus_sma_50,0.9355083792821139,0.43550837928211394,high,17.500099999999975,0.17180000000007567,28,72415
all_background,T4/S08,wma_21_minus_wma_50,0.9310324419763072,0.4310324419763072,high,5.355301247771649,0.062023529411817435,28,72415
all_background,T4/S08,roc_34,0.928921520285596,0.42892152028559605,high,1.0008737153972544,0.017594496331498833,28,72430
all_background,T4/S08,adx_14_dmp_14,0.9274263196603814,0.42742631966038136,high,35.023344564091275,20.145610292214407,28,72451
all_background,T4/S08,mom_34,0.9267319678112858,0.42673196781128575,high,17.75,0.25,28,72430
all_background,T4/S08,bars_since_ema_8_cross_below_ema_21,0.9265422694612788,0.4265422694612788,high,103.5,24.0,28,72391
all_background,T4/S08,bars_since_ema_8_cross_above_ema_21,0.9184984087963082,0.4184984087963082,high,85.0,25.0,28,72407
all_background,T4/S08,close_minus_wma_50,0.918070447125201,0.41807044712520103,high,10.945447058823788,0.12861960784312032,28,72415
all_background,T4/S08,ema_8_minus_ema_21,0.9158724571491674,0.41587245714916743,high,3.627335063288683,0.047700334392629884,28,72444
all_background,T4/S08,adx_14_adx_14,0.915044552278683,0.415044552278683,high,52.20224063602786,23.387632642357147,28,72451
all_background,T4/S08,bars_since_sma_21_cross_below_sma_50,0.9132074037212132,0.41320740372121323,high,136.5,46.0,28,72342
all_background,T4/S08,bars_since_wma_21_cross_below_wma_50,0.9115186592950933,0.41151865929509335,high,128.5,39.0,28,72350
all_background,T4/S08,ao,0.9098713652599419,0.40987136525994194,high,7.1170735294118685,0.11635294117627382,28,72431
all_background,T4/S08,rsi_14,0.907746516364755,0.407746516364755,high,72.44073775164375,50.61997991689939,28,72451
all_background,T4/S08,adx_14_dmn_14,0.09769558539071727,0.4023044146092827,low,9.33354537305154,20.694299929932964,28,72451
all_background,T4/S08,close_minus_ema_21,0.8986798670105777,0.39867986701057767,high,6.827568581611899,0.07816956906265204,28,72444
all_background,T4/S08,ema_21_slope_4,0.8971232349925061,0.3971232349925061,high,2.115282320215215,0.03037849786460356,28,72440
all_background,T4/S08,adx_7_dmp_7,0.8763825743386316,0.37638257433863165,high,36.478274159326624,19.580419251302587,28,72458
all_background,T4/S08,mom_10,0.8762754397864261,0.3762754397864261,high,5.169999999999959,0.09000000000014552,28,72454
