basket_id,strategy,direction,entry_time,exit_time,holding_min,max_layers,exit_move,min_close_move,max_close_move,max_adverse_points,max_favorable_points
1168,T3/S06,short,2018-08-02 23:40:00,2018-08-03 05:04:00,324.0,1,0.8900000000001,-2.439999999999827,0.8900000000001,2.439999999999827,0.8900000000001
1169,T3/S06,short,2018-08-06 23:00:00,2018-08-07 20:22:00,1282.0,3,0.8833333333336668,-5.506666666666433,0.8833333333336668,5.506666666666433,0.8833333333336668
1170,T3/S06,short,2018-08-13 23:00:00,2018-08-14 03:01:00,241.0,1,0.7200000000000273,-1.4600000000000364,0.7999999999999545,1.4600000000000364,0.7999999999999545
1171,T3/S06,short,2018-08-15 23:00:00,2018-08-16 02:50:00,230.0,1,0.8399999999999181,-1.759999999999991,0.8399999999999181,1.759999999999991,0.8399999999999181
1172,T3/S06,short,2018-08-23 23:30:00,2018-08-24 02:29:00,179.0,1,0.6800000000000637,-0.1899999999998272,0.8300000000001546,0.1899999999998272,0.8300000000001546
1173,T3/S06,short,2018-09-14 23:00:00,2018-09-17 03:01:00,3121.0,1,0.6300000000001091,-0.8299999999999272,0.8300000000001546,0.8299999999999272,0.8300000000001546
1174,T3/S06,short,2018-11-12 23:10:00,2018-11-12 23:34:00,24.0,1,0.7300000000000182,0.08000000000015461,0.7800000000002001,0.0,0.7800000000002001
1175,T3/S06,short,2018-11-12 23:40:00,2018-11-13 10:13:00,633.0,2,0.40000000000009095,-3.089999999999918,0.7100000000000364,3.089999999999918,0.7100000000000364
1176,T3/S06,short,2019-01-10 23:00:00,2019-01-11 16:18:00,1038.0,3,0.8833333333334394,-5.336666666666588,0.9833333333333485,5.336666666666588,0.9833333333333485
1177,T3/S06,short,2019-01-18 23:10:00,2019-01-21 10:47:00,3577.0,1,1.1400000000001,-2.589999999999918,1.1400000000001,2.589999999999918,1.1400000000001
1178,T3/S06,short,2019-02-06 23:00:00,2019-02-06 23:52:00,52.0,1,0.9699999999997999,-0.12000000000011823,0.9699999999997999,0.12000000000011823,0.9699999999997999
1179,T3/S06,short,2019-02-21 23:00:00,2019-02-21 23:07:00,7.0,1,0.8599999999999,0.20000000000004547,0.8799999999998818,0.0,0.8799999999998818
1180,T3/S06,short,2019-02-21 23:10:00,2019-02-22 11:45:00,755.0,2,1.2699999999999818,-3.019999999999982,1.2699999999999818,3.019999999999982,1.2699999999999818
1181,T3/S06,short,2019-03-01 23:00:00,2019-03-04 09:31:00,3511.0,3,0.9433333333333849,-4.614999999999782,0.9433333333333849,4.614999999999782,0.9433333333333849
1182,T3/S06,short,2019-04-11 23:00:00,2019-04-12 15:33:00,993.0,2,1.7949999999998454,-3.009999999999991,1.7949999999998454,3.009999999999991,1.7949999999998454
1183,T3/S06,short,2019-07-11 23:30:00,2019-07-11 23:33:00,3.0,1,2.9700000000000273,0.3100000000001728,3.770000000000209,0.0,3.770000000000209
1184,T3/S06,short,2019-07-11 23:40:00,2019-07-12 02:41:00,181.0,2,1.050000000000182,-3.0599999999999454,1.1300000000001091,3.0599999999999454,1.1300000000001091
1185,T3/S06,short,2019-07-31 23:00:00,2019-08-01 02:11:00,191.0,2,1.2449999999998909,-1.8800000000001091,1.2449999999998909,1.8800000000001091,1.2449999999998909
1186,T3/S06,short,2019-09-25 23:00:00,2019-09-25 23:52:00,52.0,1,0.75,-0.650000000000091,0.9400000000000546,0.650000000000091,0.9400000000000546
1187,T3/S06,short,2019-10-07 23:00:00,2019-10-07 23:20:00,20.0,1,0.8899999999996453,0.19999999999959073,0.9499999999995907,0.0,0.9499999999995907
1188,T3/S06,short,2019-10-07 23:30:00,2019-10-08 03:04:00,214.0,1,1.5199999999999818,-2.160000000000082,1.5199999999999818,2.160000000000082,1.5199999999999818
1189,T3/S06,short,2020-03-31 23:00:00,2020-03-31 23:11:00,11.0,1,0.4600000000000364,-1.6499999999998636,1.740000000000009,1.6499999999998636,1.740000000000009
1190,T3/S06,short,2020-03-31 23:20:00,2020-03-31 23:24:00,4.0,1,1.4600000000000364,-0.3100000000001728,1.8699999999998909,0.3100000000001728,1.8699999999998909
1191,T3/S06,short,2020-03-31 23:30:00,2020-03-31 23:34:00,4.0,1,0.009999999999990905,0.009999999999990905,1.0799999999999272,0.0,1.0799999999999272
1192,T3/S06,short,2020-03-31 23:40:00,2020-03-31 23:48:00,8.0,1,1.3199999999999363,-0.06999999999993634,1.7899999999999636,0.06999999999993634,1.7899999999999636
1193,T3/S06,short,2020-03-31 23:50:00,2020-04-01 01:05:00,75.0,1,3.269999999999982,-1.3799999999998818,3.269999999999982,1.3799999999998818,3.269999999999982
1194,T3/S06,short,2020-05-18 23:00:00,2020-05-18 23:44:00,44.0,1,1.5,-1.4299999999998363,1.5,1.4299999999998363,1.5
1195,T3/S06,short,2020-08-11 23:00:00,2020-08-11 23:02:00,2.0,1,0.08999999999991815,-0.4700000000000273,0.7300000000000182,0.4700000000000273,0.7300000000000182
1196,T3/S06,short,2020-08-11 23:10:00,2020-08-11 23:17:00,7.0,1,5.439999999999827,-1.5800000000001546,5.439999999999827,1.5800000000001546,5.439999999999827
1197,T3/S06,short,2020-08-11 23:20:00,2020-08-12 02:15:00,175.0,7,0.8914285714281505,-13.730000000000473,1.471428571428305,13.730000000000473,1.471428571428305
1198,T3/S06,short,2020-08-19 23:40:00,2020-08-19 23:48:00,8.0,1,1.5800000000001546,-0.849999999999909,1.5800000000001546,0.849999999999909,1.5800000000001546
1199,T3/S06,short,2020-08-19 23:50:00,2020-08-20 02:25:00,155.0,4,0.7100000000000364,-8.749999999999773,0.900000000000091,8.749999999999773,0.900000000000091
1200,T3/S06,short,2020-09-01 23:10:00,2020-09-02 03:48:00,278.0,2,2.5499999999999545,-3.269999999999982,2.5499999999999545,3.269999999999982,2.5499999999999545
1201,T3/S06,short,2020-10-06 23:00:00,2020-10-06 23:03:00,3.0,1,0.9600000000000364,-0.7400000000000091,0.9600000000000364,0.7400000000000091,0.9600000000000364
1202,T3/S06,short,2020-10-06 23:10:00,2020-10-06 23:40:00,30.0,1,1.2299999999997908,-1.9800000000000182,1.6199999999998909,1.9800000000000182,1.6199999999998909
1203,T3/S06,short,2020-10-06 23:50:00,2020-10-06 23:53:00,3.0,2,1.5950000000000273,-3.0599999999999454,1.5950000000000273,3.0599999999999454,1.5950000000000273
1204,T3/S06,short,2021-01-08 23:40:00,2021-01-11 01:12:00,2972.0,2,4.095000000000027,-4.8250000000000455,4.095000000000027,4.8250000000000455,4.095000000000027
1205,T3/S06,short,2021-01-13 23:00:00,2021-01-13 23:03:00,3.0,1,0.8299999999999272,0.08999999999991815,0.849999999999909,0.0,0.849999999999909
1206,T3/S06,short,2021-01-13 23:10:00,2021-01-13 23:11:00,1.0,1,0.5,0.5,1.3399999999999181,0.0,1.3399999999999181
1207,T3/S06,short,2021-01-13 23:20:00,2021-01-13 23:41:00,21.0,1,0.9200000000003001,-0.7899999999997362,0.930000000000291,0.7899999999997362,0.930000000000291
1208,T3/S06,short,2021-01-13 23:50:00,2021-01-14 04:20:00,270.0,3,0.6900000000000546,-5.055000000000064,0.6900000000000546,5.055000000000064,0.6900000000000546
1209,T3/S06,short,2021-02-11 23:00:00,2021-02-11 23:05:00,5.0,1,0.6299999999998818,0.2899999999999636,0.6299999999998818,0.0,0.6299999999998818
1210,T3/S06,short,2021-02-11 23:10:00,2021-02-11 23:50:00,40.0,1,0.7000000000000455,-0.32999999999992724,0.7000000000000455,0.32999999999992724,0.7000000000000455
1211,T3/S06,short,2021-03-01 23:00:00,2021-03-02 01:21:00,141.0,1,0.8699999999998909,-3.040000000000191,0.8699999999998909,3.040000000000191,0.8699999999998909
1212,T3/S06,short,2021-03-03 23:30:00,2021-03-03 23:38:00,8.0,1,0.5099999999999909,-0.4900000000000091,0.6200000000001182,0.4900000000000091,0.6200000000001182
1213,T3/S06,short,2021-03-03 23:40:00,2021-03-03 23:48:00,8.0,1,1.5299999999999727,-0.17000000000007276,1.5299999999999727,0.17000000000007276,1.5299999999999727
1214,T3/S06,short,2021-03-03 23:50:00,2021-03-04 01:05:00,75.0,1,0.7599999999999909,-0.4099999999998545,0.7599999999999909,0.4099999999998545,0.7599999999999909
1215,T3/S06,short,2021-03-04 23:30:00,2021-03-04 23:46:00,16.0,1,0.8299999999996999,-0.7900000000004184,0.8299999999996999,0.7900000000004184,0.8299999999996999
1216,T3/S06,short,2021-03-04 23:50:00,2021-03-05 01:06:00,76.0,1,1.449999999999818,-0.3100000000001728,1.6799999999998363,0.3100000000001728,1.6799999999998363
1217,T3/S06,short,2021-06-11 23:00:00,2021-06-11 23:17:00,17.0,1,0.7999999999997272,-0.330000000000382,0.7999999999997272,0.330000000000382,0.7999999999997272
1218,T3/S06,short,2021-06-11 23:20:00,2021-06-14 01:54:00,3034.0,1,0.9099999999998545,-1.8700000000001182,0.9099999999998545,1.8700000000001182,0.9099999999998545
1219,T3/S06,short,2021-06-16 23:00:00,2021-06-16 23:23:00,23.0,1,0.9500000000000455,-2.4099999999998545,1.1000000000001364,2.4099999999998545,1.1000000000001364
1220,T3/S06,short,2021-06-16 23:30:00,2021-06-16 23:31:00,1.0,1,2.4299999999998363,2.4299999999998363,2.559999999999718,0.0,2.559999999999718
1221,T3/S06,short,2021-06-16 23:40:00,2021-06-16 23:41:00,1.0,1,5.4399999999996,0.669999999999618,5.4399999999996,0.0,5.4399999999996
1222,T3/S06,short,2021-06-16 23:50:00,2021-06-16 23:52:00,2.0,1,3.580000000000382,0.540000000000191,3.6500000000003183,0.0,3.6500000000003183
1223,T3/S06,short,2021-07-30 23:00:00,2021-07-30 23:02:00,2.0,1,0.7499999999997726,0.5899999999999181,0.8599999999999,0.0,0.8599999999999
1224,T3/S06,short,2021-07-30 23:10:00,2021-08-02 02:24:00,3074.0,1,0.6399999999998727,-1.259999999999991,0.7199999999997999,1.259999999999991,0.7199999999997999
1225,T3/S06,short,2021-09-10 23:00:00,2021-09-13 01:06:00,3006.0,1,0.020000000000209184,-0.7899999999999636,0.6300000000001091,0.7899999999999636,0.6300000000001091
1226,T3/S06,short,2021-09-23 23:50:00,2021-09-24 15:23:00,933.0,6,2.1533333333334213,-9.617999999999938,2.1533333333334213,9.617999999999938,2.1533333333334213
1227,T3/S06,short,2021-10-15 23:00:00,2021-10-15 23:21:00,21.0,1,0.6899999999998272,0.06999999999993634,0.6899999999998272,0.0,0.6899999999998272
1228,T3/S06,short,2021-10-15 23:30:00,2021-10-18 01:16:00,2986.0,1,0.7100000000000364,-0.8500000000001364,1.0899999999999181,0.8500000000001364,1.0899999999999181
1229,T3/S06,short,2021-11-19 23:00:00,2021-11-19 23:46:00,46.0,1,1.6100000000001273,-0.2699999999999818,1.6100000000001273,0.2699999999999818,1.6100000000001273
1230,T3/S06,short,2021-11-19 23:50:00,2021-11-22 01:05:00,2955.0,1,0.9099999999998545,0.0,0.9099999999998545,0.0,0.9099999999998545
1231,T3/S06,short,2021-11-22 23:10:00,2021-11-23 04:16:00,306.0,3,0.07666666666682431,-4.710000000000264,1.2266666666669153,4.710000000000264,1.2266666666669153
1232,T3/S06,short,2022-01-26 23:00:00,2022-01-26 23:08:00,8.0,1,0.3500000000001364,-0.5299999999999727,0.7599999999999909,0.5299999999999727,0.7599999999999909
1233,T3/S06,short,2022-01-26 23:10:00,2022-01-26 23:26:00,16.0,1,0.8099999999999454,-0.12000000000011823,0.8099999999999454,0.12000000000011823,0.8099999999999454
1234,T3/S06,short,2022-01-26 23:30:00,2022-01-26 23:31:00,1.0,1,0.7899999999999636,0.7100000000000364,0.7899999999999636,0.0,0.7899999999999636
1235,T3/S06,short,2022-01-26 23:40:00,2022-01-27 03:04:00,204.0,2,0.5550000000000637,-3.144999999999982,0.7650000000001,3.144999999999982,0.7650000000001
1236,T3/S06,short,2022-02-24 23:00:00,2022-02-24 23:06:00,6.0,1,1.4300000000000637,-1.8900000000001,1.4300000000000637,1.8900000000001,1.4300000000000637
1237,T3/S06,short,2022-02-24 23:10:00,2022-02-25 13:27:00,857.0,6,1.058333333333394,-14.711666666666588,1.0683333333336122,14.711666666666588,1.0683333333336122
1238,T3/S06,short,2022-05-02 23:50:00,2022-05-03 04:15:00,265.0,4,0.40499999999974534,-3.1700000000003,0.6849999999999454,3.1700000000003,0.6849999999999454
1239,T3/S06,short,2022-05-12 23:00:00,2022-05-12 23:01:00,1.0,2,1.1300000000001091,0.8500000000001364,1.1300000000001091,0.0,1.1300000000001091
1240,T3/S06,short,2022-05-12 23:10:00,2022-05-13 01:26:00,136.0,2,0.8099999999999454,-1.259999999999991,0.8900000000001,1.259999999999991,0.8900000000001
1241,T3/S06,short,2022-05-31 23:00:00,2022-06-01 03:03:00,243.0,2,1.569999999999709,-2.410000000000082,1.569999999999709,2.410000000000082,1.569999999999709
1242,T3/S06,short,2022-06-03 23:00:00,2022-06-03 23:16:00,16.0,2,0.8399999999999181,-0.15000000000009095,0.8399999999999181,0.15000000000009095,0.8399999999999181
1243,T3/S06,short,2022-11-18 23:00:00,2022-11-21 02:41:00,3101.0,6,0.6950000000001637,-3.25,0.6950000000001637,3.25,0.6950000000001637
1244,T3/S06,short,2022-12-05 23:00:00,2022-12-06 07:32:00,512.0,12,0.38750000000027285,-6.1933333333331575,0.9275000000002365,6.1933333333331575,0.9275000000002365
1245,T3/S06,short,2023-02-02 23:00:00,2023-02-02 23:07:00,7.0,4,0.48000000000024556,-0.32999999999969987,1.0300000000002,0.32999999999969987,1.0300000000002
1246,T3/S06,short,2023-02-02 23:10:00,2023-02-02 23:26:00,16.0,4,0.6100000000001273,-0.2599999999999909,0.6100000000001273,0.2599999999999909,0.6100000000001273
1247,T3/S06,short,2023-02-09 23:00:00,2023-02-10 02:04:00,184.0,4,0.6399999999998727,-1.6200000000001182,0.8599999999999,1.6200000000001182,0.8599999999999
1248,T3/S06,short,2023-05-16 23:00:00,2023-05-16 23:15:00,15.0,5,0.959999999999809,-1.2000000000000455,0.9900000000000091,1.2000000000000455,0.9900000000000091
1249,T3/S06,short,2023-05-16 23:20:00,2023-05-17 01:05:00,105.0,5,1.1600000000000819,-0.09999999999990905,1.1600000000000819,0.09999999999990905,1.1600000000000819
1250,T3/S06,short,2023-06-02 23:00:00,2023-06-05 01:05:00,3005.0,5,1.0300000000004275,-0.25999999999953616,1.0300000000004275,0.25999999999953616,1.0300000000004275
1251,T3/S06,short,2023-08-16 23:00:00,2023-08-17 03:51:00,291.0,6,0.8700000000001182,-2.6299999999998818,0.9600000000000364,2.6299999999998818,0.9600000000000364
1252,T3/S06,short,2023-09-26 23:00:00,2023-09-27 05:25:00,385.0,12,0.7100000000000364,-3.0199999999997544,0.7100000000000364,3.0199999999997544,0.7100000000000364
1253,T3/S06,short,2023-11-10 23:10:00,2023-11-13 05:00:00,3230.0,16,1.099999999999909,-3.2600000000002183,1.099999999999909,3.2600000000002183,1.099999999999909
1254,T3/S06,short,2023-12-20 23:50:00,2023-12-28 04:00:00,10330.0,188,-38.656107577454804,-38.97610757745497,0.5133333333335486,38.97610757745497,0.5133333333335486
1492,T6/S12,short,2018-01-05 08:36:00,2018-01-05 10:20:00,104.0,1,1.3500000000001364,-0.7400000000000091,1.4500000000000455,0.7400000000000091,1.4500000000000455
1493,T6/S12,short,2018-01-17 08:12:00,2018-01-17 08:55:00,43.0,1,1.9800000000000182,-0.6700000000000728,1.9800000000000182,0.6700000000000728,1.9800000000000182
1494,T6/S12,short,2018-02-01 09:36:00,2018-02-01 13:31:00,235.0,1,1.150000000000091,-1.9800000000000182,1.650000000000091,1.9800000000000182,1.650000000000091
1495,T6/S12,short,2018-03-01 08:12:00,2018-03-01 10:52:00,160.0,1,1.25,-1.959999999999809,1.25,1.959999999999809,1.25
1496,T6/S12,short,2018-03-29 09:48:00,2018-03-29 13:19:00,211.0,2,1.1600000000000819,-2.2600000000002183,1.2000000000000455,2.2600000000002183,1.2000000000000455
1497,T6/S12,short,2018-04-16 09:48:00,2018-04-16 10:10:00,22.0,1,1.4800000000000182,-0.15999999999985448,1.6100000000001273,0.15999999999985448,1.6100000000001273
1498,T6/S12,short,2018-05-07 09:24:00,2018-05-07 10:05:00,41.0,1,1.150000000000091,-0.25,1.2699999999999818,0.25,1.2699999999999818
1499,T6/S12,short,2018-05-08 08:00:00,2018-05-08 11:37:00,217.0,2,1.134999999999991,-2.275000000000091,1.3050000000000637,2.275000000000091,1.3050000000000637
1500,T6/S12,short,2018-05-21 09:36:00,2018-05-21 09:52:00,16.0,1,1.2799999999999727,-0.009999999999990905,1.2799999999999727,0.009999999999990905,1.2799999999999727
1501,T6/S12,short,2018-05-22 08:24:00,2018-05-22 09:43:00,79.0,2,1.0650000000000546,-2.119999999999891,1.1950000000001637,2.119999999999891,1.1950000000001637
1502,T6/S12,short,2018-05-23 09:12:00,2018-05-23 09:33:00,21.0,1,0.9500000000000455,-0.08999999999991815,1.1900000000000546,0.08999999999991815,1.1900000000000546
1503,T6/S12,short,2018-05-23 09:36:00,2018-05-23 15:51:00,375.0,4,1.3324999999997544,-5.073333333333267,1.6524999999999181,5.073333333333267,1.6524999999999181
1504,T6/S12,short,2018-06-15 09:24:00,2018-06-15 10:05:00,41.0,1,1.2799999999999727,-0.8500000000001364,1.2799999999999727,0.8500000000001364,1.2799999999999727
1505,T6/S12,short,2018-06-21 09:36:00,2018-06-21 12:03:00,147.0,2,1.3999999999998636,-2.1499999999998636,1.3999999999998636,2.1499999999998636,1.3999999999998636
1506,T6/S12,short,2018-07-02 08:48:00,2018-07-02 09:13:00,25.0,1,1.1799999999998363,-0.060000000000172804,1.2999999999999545,0.060000000000172804,1.2999999999999545
1507,T6/S12,short,2018-07-02 09:24:00,2018-07-02 16:08:00,404.0,2,1.1800000000000637,-2.400000000000091,1.3400000000001455,2.400000000000091,1.3400000000001455
1508,T6/S12,short,2018-07-18 09:36:00,2018-07-18 11:14:00,98.0,2,1.5599999999999454,-2.1099999999999,1.5599999999999454,2.1099999999999,1.5599999999999454
1509,T6/S12,short,2018-07-19 08:36:00,2018-07-19 10:09:00,93.0,1,1.3799999999998818,-1.0199999999999818,1.3799999999998818,1.0199999999999818,1.3799999999998818
1510,T6/S12,short,2018-07-24 08:00:00,2018-07-26 17:22:00,3442.0,8,1.5225000000002638,-8.79714285714249,1.5925000000002,8.79714285714249,1.5925000000002
1511,T6/S12,short,2018-08-06 09:48:00,2018-08-06 10:11:00,23.0,1,0.7599999999999909,-0.2400000000000091,1.3500000000001364,0.2400000000000091,1.3500000000001364
1512,T6/S12,short,2018-08-10 09:12:00,2018-08-13 03:25:00,3973.0,5,1.3359999999997854,-5.854000000000269,1.4659999999998945,5.854000000000269,1.4659999999998945
1513,T6/S12,short,2018-08-30 09:00:00,2018-08-30 16:35:00,455.0,3,2.3499999999996817,-3.540000000000191,2.3999999999998636,3.540000000000191,2.3999999999998636
1514,T6/S12,short,2018-09-06 08:48:00,2018-09-06 18:15:00,567.0,5,3.4899999999997817,-5.940000000000282,3.4899999999997817,5.940000000000282,3.4899999999997817
1515,T6/S12,short,2018-09-10 09:00:00,2018-09-10 14:43:00,343.0,2,1.099999999999909,-2.2000000000000455,1.3799999999998818,2.2000000000000455,1.3799999999998818
1516,T6/S12,short,2018-10-18 09:24:00,2018-10-19 10:13:00,1489.0,5,1.0720000000003438,-6.489999999999782,1.5420000000001437,6.489999999999782,1.5420000000001437
1517,T6/S12,short,2018-11-12 08:00:00,2018-11-12 08:42:00,42.0,1,1.740000000000009,-0.3400000000001455,1.959999999999809,0.3400000000001455,1.959999999999809
1518,T6/S12,short,2018-11-12 08:48:00,2018-11-12 09:48:00,60.0,1,1.1699999999998454,-1.3100000000001728,1.209999999999809,1.3100000000001728,1.209999999999809
1519,T6/S12,short,2018-11-19 08:00:00,2018-11-20 17:17:00,1997.0,5,1.3179999999999836,-5.865000000000009,1.9679999999998472,5.865000000000009,1.9679999999998472
1520,T6/S12,short,2018-11-23 09:00:00,2018-11-23 09:14:00,14.0,1,1.1700000000000728,-0.20000000000004547,1.3399999999999181,0.20000000000004547,1.3399999999999181
1521,T6/S12,short,2018-11-23 09:24:00,2018-11-23 10:31:00,67.0,1,1.7300000000000182,-0.4199999999998454,1.7300000000000182,0.4199999999998454,1.7300000000000182
1522,T6/S12,short,2018-12-06 09:00:00,2018-12-06 20:44:00,704.0,4,1.2999999999999545,-4.520000000000209,1.459999999999809,4.520000000000209,1.459999999999809
1523,T6/S12,short,2018-12-12 09:36:00,2018-12-13 12:47:00,1631.0,3,1.2633333333333212,-3.0399999999999636,1.3733333333334485,3.0399999999999636,1.3733333333334485
1524,T6/S12,short,2018-12-14 08:12:00,2018-12-14 09:37:00,85.0,1,1.740000000000009,-0.01999999999998181,1.740000000000009,0.01999999999998181,1.740000000000009
1525,T6/S12,short,2018-12-18 09:00:00,2018-12-19 21:01:00,2161.0,6,5.823333333333039,-7.3466666666670335,5.823333333333039,7.3466666666670335,5.823333333333039
1526,T6/S12,short,2019-03-01 09:12:00,2019-03-01 10:06:00,54.0,1,1.709999999999809,-0.5099999999999909,1.709999999999809,0.5099999999999909,1.709999999999809
1527,T6/S12,short,2019-03-07 08:00:00,2019-03-07 10:01:00,121.0,1,2.0799999999999272,-1.050000000000182,2.0799999999999272,1.050000000000182,2.0799999999999272
1528,T6/S12,short,2019-03-26 08:00:00,2019-03-26 09:21:00,81.0,1,0.9600000000000364,-1.599999999999909,1.3600000000001273,1.599999999999909,1.3600000000001273
1529,T6/S12,short,2019-04-23 09:24:00,2019-04-23 14:07:00,283.0,2,1.5049999999998818,-2.1099999999999,1.5049999999998818,2.1099999999999,1.5049999999998818
1530,T6/S12,short,2019-07-01 09:24:00,2019-07-01 09:57:00,33.0,1,2.839999999999918,-0.6200000000001182,2.839999999999918,0.6200000000001182,2.839999999999918
1531,T6/S12,short,2019-07-04 09:24:00,2019-07-04 10:54:00,90.0,1,1.5999999999996817,-1.2100000000002638,1.5999999999996817,1.2100000000002638,1.5999999999996817
1532,T6/S12,short,2019-07-11 09:36:00,2019-07-11 10:41:00,65.0,2,1.0499999999999545,-2.300000000000182,1.2699999999999818,2.300000000000182,1.2699999999999818
1533,T6/S12,short,2019-07-23 08:00:00,2019-07-23 08:32:00,32.0,1,2.339999999999918,-0.16000000000008185,2.339999999999918,0.16000000000008185,2.339999999999918
1534,T6/S12,short,2019-07-23 08:36:00,2019-07-23 18:34:00,598.0,7,1.6028571428576015,-9.049999999999727,1.6028571428576015,9.049999999999727,1.6028571428576015
1535,T6/S12,short,2019-08-01 09:36:00,2019-08-01 11:00:00,84.0,1,2.3300000000001546,-1.5199999999999818,2.3300000000001546,1.5199999999999818,2.3300000000001546
1536,T6/S12,short,2019-08-15 09:48:00,2019-08-15 10:49:00,61.0,2,1.150000000000091,-2.5699999999999363,1.259999999999991,2.5699999999999363,1.259999999999991
1537,T6/S12,short,2019-08-16 09:36:00,2019-08-16 09:39:00,3.0,1,2.1200000000001182,0.41000000000008185,2.1200000000001182,0.0,2.1200000000001182
1538,T6/S12,short,2019-08-16 09:48:00,2019-08-16 10:24:00,36.0,1,1.1099999999999,-0.4900000000000091,1.209999999999809,0.4900000000000091,1.209999999999809
1539,T6/S12,short,2019-08-21 08:00:00,2019-08-21 08:15:00,15.0,1,1.4700000000000273,0.10000000000013642,1.4700000000000273,0.0,1.4700000000000273
1540,T6/S12,short,2019-08-21 08:24:00,2019-08-21 09:44:00,80.0,2,2.8400000000001455,-2.230000000000018,2.8400000000001455,2.230000000000018,2.8400000000001455
1541,T6/S12,short,2019-09-27 09:48:00,2019-09-27 09:54:00,6.0,1,0.9399999999998272,-0.19000000000028194,1.5399999999997362,0.19000000000028194,1.5399999999997362
1542,T6/S12,short,2019-10-07 08:24:00,2019-10-07 10:21:00,117.0,2,4.135000000000218,-2.25,4.135000000000218,2.25,4.135000000000218
1543,T6/S12,short,2019-10-15 09:48:00,2019-10-15 15:06:00,318.0,4,1.009999999999991,-5.020000000000209,1.25,5.020000000000209,1.25
1544,T6/S12,short,2019-11-12 08:00:00,2019-11-12 08:11:00,11.0,1,1.4199999999998454,-1.0000000000002274,1.4199999999998454,1.0000000000002274,1.4199999999998454
1545,T6/S12,short,2019-11-12 08:12:00,2019-11-12 08:20:00,8.0,1,1.25,-0.16000000000008185,1.6400000000001,0.16000000000008185,1.6400000000001
1546,T6/S12,short,2019-11-12 08:24:00,2019-11-12 08:29:00,5.0,1,0.6400000000001,-0.33999999999991815,1.2699999999999818,0.33999999999991815,1.2699999999999818
1547,T6/S12,short,2019-11-12 08:36:00,2019-11-12 10:21:00,105.0,2,0.8650000000000091,-2.600000000000364,1.5650000000000546,2.600000000000364,1.5650000000000546
1548,T6/S12,short,2019-11-25 09:00:00,2019-11-25 10:12:00,72.0,1,1.709999999999809,-0.8200000000001637,2.0,0.8200000000001637,2.0
1549,T6/S12,short,2019-12-06 08:24:00,2019-12-06 08:35:00,11.0,1,1.2799999999999727,-0.5,1.3799999999998818,0.5,1.3799999999998818
1550,T6/S12,short,2019-12-06 08:36:00,2019-12-06 15:31:00,415.0,4,6.919999999999845,-4.006666666666661,7.539999999999736,4.006666666666661,7.539999999999736
1551,T6/S12,short,2019-12-19 08:48:00,2019-12-19 10:31:00,103.0,1,0.6400000000001,-0.6900000000000546,1.1700000000000728,0.6900000000000546,1.1700000000000728
1552,T6/S12,short,2020-01-09 08:36:00,2020-01-09 08:37:00,1.0,1,5.75,1.099999999999909,5.75,0.0,5.75
1553,T6/S12,short,2020-01-09 08:48:00,2020-01-09 16:02:00,434.0,6,1.6083333333333485,-7.63799999999992,1.6083333333333485,7.63799999999992,1.6083333333333485
