strategy,feature,auc,auc_lift,direction,positive_median,background_median,positive_count,background_count
T5/S10,fisher_14,0.8367778710309134,0.3367778710309134,high,2.8938321050236295,0.06893579762791224,104,142980
T5/S10,wma_8_minus_wma_21,0.8261344664861413,0.3261344664861413,high,1.8379455266956484,0.02186868686840171,104,142973
T5/S10,sma_8_slope_4,0.8233807066085779,0.3233807066085779,high,1.951249999999959,0.0187500000001819,104,142982
T5/S10,chop_14,0.17952407750035373,0.3204759224996463,low,38.13061422133414,50.46143393291296,104,142979
T5/S10,sma_8_minus_sma_21,0.8166187174124862,0.31661871741248615,high,2.357946428571495,0.0292261904762654,104,142973
T5/S10,cmo_14,0.8151860789669488,0.31518607896694883,high,46.756319798699955,0.6734006734013565,104,142979
T5/S10,wma_21_slope_4,0.8113832638275,0.31138326382750003,high,1.486298701298665,0.017229437229389077,104,142969
T5/S10,hma_32_slope_4,0.8101936502435964,0.31019365024359635,high,2.125958036245038,0.020890448603836376,104,142954
T5/S10,roc_10,0.8061537641107416,0.3061537641107416,high,0.27053052262210975,0.0037703409896356734,104,142983
T5/S10,ema_21_slope_4,0.8039889766312978,0.30398897663129776,high,1.2867272956290208,0.021773107222998078,104,142969
T5/S10,mom_10,0.8024298477656568,0.30242984776565685,high,4.465000000000032,0.05999999999994543,104,142983
T5/S10,ema_8_slope_4,0.7981206348728135,0.2981206348728135,high,1.6427516803829576,0.02108627460529533,104,142982
T5/S10,adx_7_dmn_7,0.20488024462686494,0.29511975537313506,low,8.468327750371337,19.802165855073532,104,142987
T5/S10,close_minus_sma_21,0.7941072050182687,0.2941072050182687,high,3.643809523809523,0.052857142856964856,104,142973
T5/S10,cmo_9,0.7933912185978851,0.2933912185978851,high,52.48210721558246,0.8716807186186974,104,142984
T5/S10,wma_8_slope_4,0.7890418966131294,0.2890418966131294,high,1.8306944444448163,0.018333333333202972,104,142982
T5/S10,adx_7_adx_7,0.7857948759193277,0.28579487591932773,high,49.01773004806223,32.09983608723637,104,142987
T5/S10,hma_16_slope_4,0.7846444652842455,0.2846444652842455,high,2.226941993464152,0.02117647058798866,104,142971
T5/S10,ema_8_minus_ema_21,0.7830403292929434,0.2830403292929434,high,1.7776537496058609,0.03381924447421625,104,142973
T5/S10,aroon_14_aroonosc_14,0.782645898241108,0.282645898241108,high,78.57142857142857,7.142857142857139,104,142979
T5/S10,close_minus_wma_21,0.7801493517603377,0.28014935176033773,high,2.4825974025972073,0.03891774891781097,104,142973
T5/S10,close_minus_ema_21,0.7796883650436419,0.2796883650436419,high,3.2091015138443026,0.0544177465840221,104,142973
T5/S10,adx_7_dmp_7,0.773261124868264,0.27326112486826404,high,31.41899855405984,19.409631829295574,104,142987
T5/S10,rsi_8,0.7705206009948258,0.2705206009948258,high,68.52036869532463,50.44609354285794,104,142986
T5/S10,close_minus_wma_50,0.7690780063413752,0.26907800634137524,high,4.396227450980405,0.0894274509804518,104,142944
T5/S10,adx_14_dmp_14,0.7681773674639809,0.2681773674639809,high,27.792860605421005,20.042242056686653,104,142980
T5/S10,rsi_14,0.767407961845121,0.26740796184512095,high,63.292337859443556,50.382857624357726,104,142980
T5/S10,aroon_14_aroonu_14,0.7652374447673058,0.2652374447673058,high,92.85714285714286,50.0,104,142979
T5/S10,ao,0.7644208237376782,0.26442082373767817,high,3.6136029411765094,0.07598529411779964,104,142960
T5/S10,adx_14_dmn_14,0.23649192463711974,0.26350807536288023,low,11.89637257581636,20.468408386666805,104,142980
T5/S10,ema_50_slope_4,0.7620074587508475,0.2620074587508475,high,0.6774364012975411,0.02072170462440681,104,142940
T5/S10,chop_21,0.24225120599192093,0.25774879400807904,low,41.515958476312605,50.048797128317545,104,142972
T5/S10,close_minus_ema_50,0.7568690159459971,0.2568690159459971,high,4.490796238955454,0.1328966232978246,104,142944
T5/S10,rsi_21,0.7566444430874253,0.2566444430874253,high,60.66931007870883,50.338517127943014,104,142973
T5/S10,adx_21_dmp_21,0.7524979837505628,0.25249798375056276,high,25.85450205602185,20.228806335813417,104,142973
T5/S10,close_minus_sma_50,0.7498594796671316,0.24985947966713162,high,4.97930000000008,0.12000000000011823,104,142944
T5/S10,wma_50_slope_4,0.7497425291407906,0.24974252914079065,high,0.7594705882352173,0.017662745098050436,104,142940
T5/S10,efi_13,0.7460050222193529,0.24600502221935294,high,514.4391556457281,1.6025152769947795,104,142980
T5/S10,rsi_34,0.7442279443416125,0.24422794434161255,high,57.9377118247244,50.355985526577925,104,142960
T6/S12,adx_7_dmp_7,0.052872527499992515,0.4471274725000075,low,4.743679317743329,19.435054553095927,159,142932
T6/S12,cmo_9,0.06406884255458498,0.435931157445415,low,-65.77669902912521,0.9756097560994952,159,142929
T6/S12,cci_34,0.06594410369381604,0.434055896306184,low,-188.85457469957825,5.1237364935605125,159,142905
T6/S12,fisher_9,0.06880942291758246,0.4311905770824176,low,-2.781159703806124,0.05475619379558613,159,142930
T6/S12,adx_7_dmn_7,0.9310853628421978,0.4310853628421978,high,40.280026560948556,19.781858919378003,159,142932
T6/S12,rsi_8,0.07066775722234624,0.4293322427776538,low,24.484904453396712,50.474115900979854,159,142931
T6/S12,rsi_14,0.07077928235660388,0.4292207176433961,low,30.993847234384653,50.40862652796204,159,142925
T6/S12,cci_20,0.0718122826401074,0.4281877173598926,low,-174.5159806652583,3.7926297557169977,159,142919
T6/S12,bbands_34_bbp_34_2_0,0.07293462979210141,0.4270653702078986,low,-0.031745800788261905,0.5147893473341765,159,142905
T6/S12,adx_14_dmp_14,0.07353823914772559,0.4264617608522744,low,9.991506417457773,20.057049425964674,159,142925
T6/S12,adx_14_dmn_14,0.9253542617571119,0.4253542617571119,high,34.408487258398274,20.45468430832334,159,142925
T6/S12,cmo_21,0.07588923385755457,0.42411076614244547,low,-41.44000000000091,0.7299270072997062,159,142917
T6/S12,fisher_14,0.07627679996655679,0.4237232000334432,low,-2.8417984218198997,0.07367747794366242,159,142925
T6/S12,cmo_14,0.08103163065597249,0.4189683693440275,low,-52.55140898705331,0.7496251874056069,159,142924
T6/S12,bbands_20_bbp_20_2_0,0.08815535703229181,0.4118446429677082,low,0.01874216889803013,0.511364985547692,159,142919
T6/S12,rsi_21,0.09749767668155755,0.4025023233184425,low,36.106224910260536,50.360989732879474,159,142918
T6/S12,aroon_25_aroond_25,0.8996284496786914,0.3996284496786914,high,100.0,43.99999999999999,159,142913
T6/S12,adx_21_dmn_21,0.8982927801058636,0.39829278010586355,high,30.655772438751935,20.715219990961025,159,142918
T6/S12,ema_8_slope_4,0.10176039639886536,0.39823960360113464,low,-1.9490428956623873,0.023051533778698285,159,142927
T6/S12,cci_14,0.10185801366992189,0.39814198633007813,low,-147.7051235391646,4.095421432092839,159,142925
T6/S12,rsi_5,0.10500485644383699,0.39499514355616305,low,20.632678165216543,50.573737914386655,159,142934
T6/S12,wma_8_slope_4,0.10519122815609833,0.39480877184390173,low,-2.160555555555675,0.020833333333484916,159,142927
T6/S12,close_minus_sma_21,0.11347913273222338,0.3865208672677767,low,-3.692857142857065,0.05809523809523398,159,142918
T6/S12,ema_21_slope_4,0.11363477336020264,0.38636522663979733,low,-1.1489353240287983,0.023181628126280884,159,142914
T6/S12,roc_10,0.11447440308600645,0.3855255969139936,low,-0.26345543167198937,0.004018390839313317,159,142928
T6/S12,close_minus_wma_21,0.11528486977755024,0.38471513022244974,low,-2.7987445887447393,0.042164502164609985,159,142918
T6/S12,close_minus_ema_21,0.11574209638266425,0.3842579036173357,low,-3.1585657676444043,0.05869623220928588,159,142918
T6/S12,wma_21_slope_4,0.1161014237088356,0.3838985762911644,low,-1.271471861471582,0.0189826839826992,159,142914
T6/S12,wma_8_minus_wma_21,0.11662325874334764,0.38337674125665233,low,-1.636976911976717,0.02393037518049823,159,142918
T6/S12,sma_8_slope_4,0.11666097479590343,0.3833390252040966,low,-1.7687499999999545,0.021250000000009095,159,142927
T6/S12,aroon_14_aroonosc_14,0.11757117166021648,0.38242882833978353,low,-85.71428571428571,7.14285714285714,159,142924
T6/S12,adx_21_dmp_21,0.11843159216689413,0.38156840783310586,low,12.630976223248892,20.24051611462938,159,142918
T6/S12,mom_10,0.12015204295147594,0.37984795704852403,low,-4.470000000000027,0.060000000000172804,159,142928
T6/S12,aroon_25_aroonosc_25,0.12329709586696255,0.3767029041330374,low,-80.0,7.9999999999999964,159,142913
T6/S12,hma_16_slope_4,0.12781818796316294,0.3721818120368371,low,-2.4044632352943154,0.024494281045917887,159,142916
T6/S12,close_minus_wma_50,0.12834043983034552,0.3716595601696545,low,-4.0163843137252115,0.0957176470583363,159,142889
T6/S12,aroon_14_aroond_14,0.8708864974462391,0.37088649744623914,high,100.0,42.85714285714286,159,142924
T6/S12,ema_8_minus_ema_21,0.13285909384991929,0.36714090615008077,low,-1.5376032880196817,0.03619506919972082,159,142918
T6/S12,roc_20,0.13379616635514527,0.36620383364485476,low,-0.3522494036722769,0.0060704017359813,159,142918
T6/S12,adx_7_adx_7,0.861001281869181,0.361001281869181,high,51.808122991429805,32.08831830347753,159,142932
