strategy,rule_size,rule,matched,true_positive,false_positive,precision,recall,total_positive,base_rate,precision_lift_vs_base,score
T5/S10,3,fisher_9 >= 2.7380 AND chop_14 <= 38.1306 AND sma_8_minus_sma_21 >= 2.3579,2732,30,2702,0.010980966325036604,0.28846153846153844,104,0.0007267797368218761,15.10907055974772,0.0031675864399144044
T5/S10,3,fisher_14 >= 2.8938 AND chop_14 <= 38.1306 AND sma_8_minus_sma_21 >= 2.3579,2869,30,2839,0.010456605088881143,0.28846153846153844,104,0.0007267797368218761,14.387584792342548,0.0030163283910234063
T5/S10,3,fisher_9 >= 2.7380 AND chop_14 <= 38.1306 AND wma_21_slope_4 >= 1.4863,2743,29,2714,0.010572366022602989,0.27884615384615385,104,0.0007267797368218761,14.546864045542499,0.0029480636024566027
T5/S10,3,fisher_9 >= 2.7380 AND wma_8_minus_wma_21 >= 1.8379 AND chop_14 <= 38.1306,2819,29,2790,0.010287335934728628,0.27884615384615385,104,0.0007267797368218761,14.154681829344831,0.002868584058722406
T5/S10,3,fisher_14 >= 2.8938 AND chop_14 <= 38.1306 AND wma_21_slope_4 >= 1.4863,2847,29,2818,0.010186160871092378,0.27884615384615385,104,0.0007267797368218761,14.015471751641405,0.0028403717813622977
T5/S10,3,fisher_9 >= 2.7380 AND sma_8_slope_4 >= 1.9512 AND chop_14 <= 38.1306,2691,27,2664,0.010033444816053512,0.25961538461538464,104,0.0007267797368218761,13.805344738873167,0.0026048366349369695
T6/S12,2,adx_7_dmp_7 <= 4.7437 AND cci_20 <= -174.5160,1210,51,1159,0.04214876033057851,0.32075471698113206,159,0.0011111344053334451,37.93308903789178,0.013519413690940276
T6/S12,3,adx_7_dmp_7 <= 4.7437 AND adx_7_dmn_7 >= 40.2800 AND cci_20 <= -174.5160,844,42,802,0.04976303317535545,0.2641509433962264,159,0.0011111344053334451,44.785790932665655,0.013144952159527854
T6/S12,1,adx_7_dmp_7 <= 4.7437,3330,80,3250,0.024024024024024024,0.5031446540880503,159,0.0011111344053334451,21.62116833814947,0.012087559257370577
T6/S12,3,adx_7_dmp_7 <= 4.7437 AND cci_34 <= -188.8546 AND cci_20 <= -174.5160,1008,44,964,0.04365079365079365,0.27672955974842767,159,0.0011111344053334451,39.28489068583408,0.012079464909653588
T6/S12,3,adx_7_dmp_7 <= 4.7437 AND cmo_9 <= -65.7767 AND cci_20 <= -174.5160,787,38,749,0.048284625158831,0.2389937106918239,159,0.0011111344053334451,43.45525161228453,0.011539721736072818
T6/S12,2,adx_7_dmp_7 <= 4.7437 AND adx_7_dmn_7 >= 40.2800,1502,51,1451,0.03395472703062583,0.32075471698113206,159,0.0011111344053334451,30.558613672336257,0.010891138858879983
T6/S12,3,adx_7_dmp_7 <= 4.7437 AND rsi_14 <= 30.9938 AND cci_20 <= -174.5160,959,40,919,0.04171011470281543,0.25157232704402516,159,0.0011111344053334451,37.53831624923761,0.010493110617060486
T6/S12,3,adx_7_dmp_7 <= 4.7437 AND rsi_8 <= 24.4849 AND cci_20 <= -174.5160,966,40,926,0.041407867494824016,0.25157232704402516,159,0.0011111344053334451,37.26629946482284,0.010417073583603526
T6/S12,2,adx_7_dmp_7 <= 4.7437 AND cci_34 <= -188.8546,1652,51,1601,0.030871670702179176,0.32075471698113206,159,0.0011111344053334451,27.78392114760839,0.009902233998812187
T6/S12,3,adx_7_dmp_7 <= 4.7437 AND cci_34 <= -188.8546 AND adx_7_dmn_7 >= 40.2800,1071,38,1033,0.035480859010270774,0.2389937106918239,159,0.0011111344053334451,31.932103659073693,0.008479702153398046
T6/S12,3,cmo_9 <= -65.7767 AND rsi_8 <= 24.4849 AND cci_20 <= -174.5160,2144,53,2091,0.024720149253731342,0.3333333333333333,159,0.0011111344053334451,22.24766791044776,0.00824004975124378
T6/S12,2,adx_7_dmp_7 <= 4.7437 AND rsi_14 <= 30.9938,2237,54,2183,0.024139472507822977,0.33962264150943394,159,0.0011111344053334451,21.725069795295248,0.0081983114177512
T6/S12,2,adx_7_dmp_7 <= 4.7437 AND rsi_8 <= 24.4849,2048,51,1997,0.02490234375,0.32075471698113206,159,0.0011111344053334451,22.411639519457548,0.007987544221698112
T6/S12,3,adx_7_dmp_7 <= 4.7437 AND cmo_9 <= -65.7767 AND cci_34 <= -188.8546,1103,37,1066,0.033544877606527655,0.23270440251572327,159,0.0011111344053334451,30.1897569236559,0.007806040700890083
T6/S12,2,cmo_9 <= -65.7767 AND cci_20 <= -174.5160,2532,56,2476,0.022116903633491312,0.3522012578616352,159,0.0011111344053334451,19.904795970073625,0.00778960127972021
T6/S12,2,adx_7_dmp_7 <= 4.7437 AND cmo_9 <= -65.7767,1638,45,1593,0.027472527472527472,0.2830188679245283,159,0.0011111344053334451,24.724756375699773,0.007775243624300228
T6/S12,3,adx_7_dmp_7 <= 4.7437 AND cci_34 <= -188.8546 AND rsi_8 <= 24.4849,1298,40,1258,0.030816640986132512,0.25157232704402516,159,0.0011111344053334451,27.73439544146292,0.007752614084561638
T6/S12,3,adx_7_dmp_7 <= 4.7437 AND cmo_9 <= -65.7767 AND rsi_8 <= 24.4849,1532,43,1489,0.028067885117493474,0.27044025157232704,159,0.0011111344053334451,25.26056702300606,0.00759068591227811
T6/S12,3,cmo_9 <= -65.7767 AND cci_34 <= -188.8546 AND cci_20 <= -174.5160,1757,46,1711,0.02618099032441662,0.2893081761006289,159,0.0011111344053334451,23.56239731102544,0.007574374559265185
T6/S12,2,cmo_9 <= -65.7767 AND rsi_8 <= 24.4849,4015,69,3946,0.017185554171855542,0.4339622641509434,159,0.0011111344053334451,15.466674498930896,0.007457881999107122
