basket_id,entry_time,layers_exit,holding_min,exit_move,max_close_move,max_touch_move,min_close_move,retrace_from_max_to_exit,time_of_max,exit_time,minutes_max_to_exit
1403,2019-04-04 22:00:00,1,29.0,1.6200000000001182,1.6200000000001182,1.800000000000182,-0.049999999999954525,0.0,2019-04-04 22:29:00,2019-04-04 22:29:00,0.0
1404,2019-04-05 06:24:00,1,580.0,4.980000000000018,5.069999999999936,5.490000000000009,-3.519999999999982,0.08999999999991815,2019-04-05 16:03:00,2019-04-05 16:04:00,1.0
1405,2019-04-18 22:50:00,1,4475.0,1.0299999999999727,1.2299999999997908,1.2299999999997908,-0.20000000000004547,0.1999999999998181,2019-04-22 01:24:00,2019-04-22 01:25:00,1.0
1406,2019-05-20 22:30:00,3,3767.0,2.0066666666666606,2.1266666666665515,2.5166666666666515,-5.463333333333367,0.11999999999989086,2019-05-23 13:16:00,2019-05-23 13:17:00,1.0
1407,2019-05-31 22:00:00,1,40.0,-0.009999999999990905,-0.009999999999990905,0.19000000000005457,-0.9900000000000091,0.0,2019-05-31 22:38:00,2019-05-31 22:40:00,2.0
1408,2019-06-03 22:00:00,1,388.0,0.6999999999998181,1.5299999999999727,1.5299999999999727,-2.040000000000191,0.8300000000001546,2019-06-03 22:12:00,2019-06-04 04:28:00,376.0
1409,2019-06-04 06:17:00,1,226.0,3.5699999999999363,3.5699999999999363,3.5699999999999363,-1.6800000000000637,0.0,2019-06-04 10:03:00,2019-06-04 10:03:00,0.0
1410,2019-06-04 22:30:00,1,10.0,0.9900000000000091,1.9500000000000455,1.9500000000000455,-0.25,0.9600000000000364,2019-06-04 22:39:00,2019-06-04 22:40:00,1.0
1411,2019-06-19 22:00:00,1,39.0,0.09000000000014552,0.9900000000000091,1.0800000000001546,-1.5899999999999181,0.8999999999998636,2019-06-19 22:19:00,2019-06-19 22:39:00,20.0
1412,2019-06-21 22:50:00,1,3018.0,2.4200000000000728,2.4200000000000728,2.8500000000001364,-1.8799999999998818,0.0,2019-06-24 01:08:00,2019-06-24 01:08:00,0.0
1413,2019-07-02 22:50:00,1,41.0,2.3299999999999272,2.3299999999999272,2.3599999999999,-0.5399999999999636,0.0,2019-07-02 23:31:00,2019-07-02 23:31:00,0.0
1414,2019-07-05 22:20:00,1,8.0,1.1100000000001273,1.1100000000001273,1.1800000000000637,0.2799999999999727,0.0,2019-07-05 22:28:00,2019-07-05 22:28:00,0.0
1415,2019-07-08 01:09:00,1,423.0,4.329999999999927,4.329999999999927,4.679999999999836,-2.9200000000000728,0.0,2019-07-08 08:12:00,2019-07-08 08:12:00,0.0
1416,2019-07-12 22:00:00,1,3065.0,-0.38999999999987267,-0.209999999999809,0.01999999999998181,-2.6799999999998363,0.18000000000006366,2019-07-12 22:02:00,2019-07-15 01:05:00,3063.0
1417,2019-07-18 22:00:00,1,9.0,4.2000000000000455,5.350000000000136,5.860000000000127,-0.2699999999999818,1.150000000000091,2019-07-18 22:08:00,2019-07-18 22:09:00,1.0
1418,2019-07-18 22:10:00,1,5.0,0.8799999999996544,0.8799999999996544,1.8799999999996544,-1.1400000000003274,0.0,2019-07-18 22:15:00,2019-07-18 22:15:00,0.0
1419,2019-07-18 22:20:00,1,26.0,0.8699999999998909,1.1800000000000637,1.2699999999999818,-1.1200000000001182,0.3100000000001728,2019-07-18 22:25:00,2019-07-18 22:46:00,21.0
1420,2019-07-18 22:50:00,1,46.0,-1.6900000000000546,-0.009999999999990905,0.1899999999998272,-2.630000000000109,1.6800000000000637,2019-07-18 22:51:00,2019-07-18 23:36:00,45.0
1421,2019-07-18 23:41:00,1,85.0,3.8899999999998727,4.029999999999745,4.490000000000009,-0.23000000000024556,0.13999999999987267,2019-07-19 01:05:00,2019-07-19 01:06:00,1.0
1422,2019-07-29 22:20:00,2,678.0,-0.8149999999998272,-0.14000000000010004,-0.03999999999996362,-4.384999999999991,0.6749999999997272,2019-07-29 22:44:00,2019-07-30 09:38:00,654.0
1423,2019-07-30 22:00:00,1,687.0,3.4700000000000273,3.660000000000082,3.8299999999999272,-3.1799999999998363,0.19000000000005457,2019-07-31 09:26:00,2019-07-31 09:27:00,1.0
1424,2019-08-12 22:00:00,1,14.0,0.8099999999999454,0.9200000000000728,1.4300000000000637,-3.0599999999999454,0.11000000000012733,2019-08-12 22:13:00,2019-08-12 22:14:00,1.0
1425,2019-08-20 22:30:00,4,1125.0,2.410565217391195,2.410565217391195,2.590565217391031,-6.858662790697963,0.0,2019-08-21 17:15:00,2019-08-21 17:15:00,0.0
1426,2019-08-23 22:00:00,1,13.0,0.8699999999998909,1.8299999999999272,1.9700000000000273,0.049999999999954525,0.9600000000000364,2019-08-23 22:02:00,2019-08-23 22:13:00,11.0
1427,2019-09-20 22:00:00,1,19.0,1.0599999999999454,1.2799999999999727,1.2799999999999727,0.08999999999991815,0.22000000000002728,2019-09-20 22:18:00,2019-09-20 22:19:00,1.0
1428,2019-09-20 22:30:00,1,3262.0,3.6400000000001,3.930000000000291,3.9800000000002456,-3.7000000000000455,0.290000000000191,2019-09-23 04:51:00,2019-09-23 04:52:00,1.0
1429,2019-11-12 22:00:00,1,284.0,0.029999999999972715,0.029999999999972715,0.08999999999991815,-3.269999999999982,0.0,2019-11-13 02:44:00,2019-11-13 02:44:00,0.0
1430,2020-01-14 22:00:00,1,208.0,1.849999999999909,2.1499999999998636,2.490000000000009,-0.5199999999999818,0.2999999999999545,2020-01-15 01:27:00,2020-01-15 01:28:00,1.0
1431,2020-02-07 22:00:00,1,3088.0,-0.009999999999990905,-0.009999999999990905,0.049999999999954525,-3.2000000000000455,0.0,2020-02-10 01:28:00,2020-02-10 01:28:00,0.0
1432,2020-04-06 22:50:00,2,5.0,-0.30999999999994543,1.4700000000000273,1.8600000000001273,-1.2699999999999818,1.7799999999999727,2020-04-06 22:54:00,2020-04-06 22:55:00,1.0
1433,2020-04-13 22:00:00,1,312.0,7.059999999999945,7.059999999999945,7.9099999999998545,-6.083333333333485,0.0,2020-04-14 03:12:00,2020-04-14 03:12:00,0.0
1434,2020-05-19 22:20:00,1,47.0,0.8599999999996726,1.3599999999996726,1.6499999999998636,-1.930000000000291,0.5,2020-05-19 22:25:00,2020-05-19 23:07:00,42.0
1435,2020-06-15 22:20:00,1,10.0,-2.6300000000003365,0.3799999999996544,0.6799999999998363,-2.6300000000003365,3.009999999999991,2020-06-15 22:20:00,2020-06-15 22:30:00,10.0
1436,2020-06-15 22:46:00,1,152.0,4.149999999999864,4.149999999999864,4.490000000000009,-0.25,0.0,2020-06-16 01:18:00,2020-06-16 01:18:00,0.0
1437,2020-07-09 22:20:00,2,774.0,3.711599281221879,4.241599281221852,4.371599281221734,-3.6984007187782026,0.5299999999999727,2020-07-10 11:13:00,2020-07-10 11:14:00,1.0
1438,2020-08-25 22:20:00,1,15.0,0.3300000000001546,0.3300000000001546,0.8400000000001455,-0.9899999999997817,0.0,2020-08-25 22:35:00,2020-08-25 22:35:00,0.0
1439,2020-09-28 22:00:00,1,14.0,-0.6600000000000819,0.18000000000006366,0.36000000000012733,-1.7100000000000364,0.8400000000001455,2020-09-28 22:01:00,2020-09-28 22:14:00,13.0
1440,2020-09-28 22:33:00,1,24.0,3.019999999999982,4.070000000000164,4.330000000000155,-0.09999999999990905,1.050000000000182,2020-09-28 22:56:00,2020-09-28 22:57:00,1.0
1441,2020-11-04 22:50:00,1,6.0,2.869999999999891,2.869999999999891,2.8900000000001,0.42000000000007276,0.0,2020-11-04 22:56:00,2020-11-04 22:56:00,0.0
1442,2021-01-06 22:00:00,1,4.0,3.6199999999996635,3.6199999999996635,3.709999999999809,-0.23000000000024556,0.0,2021-01-06 22:04:00,2021-01-06 22:04:00,0.0
1443,2021-01-06 22:10:00,1,197.0,5.550000000000182,5.720000000000027,5.810000000000173,-5.605000000000018,0.16999999999984539,2021-01-07 01:26:00,2021-01-07 01:27:00,1.0
1444,2021-01-12 22:00:00,1,37.0,1.5199999999999818,1.9600000000000364,2.009999999999991,-1.6799999999998363,0.44000000000005457,2021-01-12 22:36:00,2021-01-12 22:37:00,1.0
1445,2021-01-13 11:15:00,1,33.0,5.7999999999999545,5.7999999999999545,5.990000000000009,0.0,0.0,2021-01-13 11:48:00,2021-01-13 11:48:00,0.0
1446,2021-05-14 22:50:00,1,50.0,0.8500000000001364,0.9300000000000637,0.9400000000000546,-0.8299999999999272,0.07999999999992724,2021-05-14 22:58:00,2021-05-14 23:40:00,42.0
1447,2021-05-21 22:40:00,1,3120.0,2.2000000000000455,2.2000000000000455,2.240000000000009,-1.5299999999999727,0.0,2021-05-24 02:40:00,2021-05-24 02:40:00,0.0
1448,2021-05-27 22:00:00,1,284.0,0.2599999999999909,0.8599999999999,1.1099999999999,-1.5,0.599999999999909,2021-05-27 22:16:00,2021-05-28 02:44:00,268.0
1449,2021-05-28 04:25:00,3,683.0,2.9700000000002547,4.040000000000191,5.6700000000003,-6.8699999999996635,1.0699999999999363,2021-05-28 15:47:00,2021-05-28 15:48:00,1.0
1450,2021-06-07 22:00:00,1,343.0,1.2800000000002,1.540000000000191,1.5700000000001637,-0.9699999999997999,0.2599999999999909,2021-06-08 03:42:00,2021-06-08 03:43:00,1.0
1451,2021-06-10 22:30:00,1,185.0,0.6999999999998181,1.1799999999998363,1.1899999999998272,-1.4300000000000637,0.4800000000000182,2021-06-10 23:49:00,2021-06-11 01:35:00,106.0
1452,2021-06-15 22:50:00,1,136.0,0.569999999999709,0.6699999999998454,0.7199999999997999,-0.2800000000002001,0.10000000000013642,2021-06-16 01:05:00,2021-06-16 01:06:00,1.0
1453,2021-06-16 03:29:00,1,241.0,3.800000000000182,3.800000000000182,3.9900000000002365,-2.2799999999999727,0.0,2021-06-16 07:30:00,2021-06-16 07:30:00,0.0
1454,2021-08-31 22:00:00,2,530.0,1.8850000000002183,2.1350000000002183,2.185000000000173,-3.5799999999999272,0.25,2021-09-01 06:49:00,2021-09-01 06:50:00,1.0
1455,2021-12-22 22:00:00,1,60.0,0.5199999999999818,1.259999999999991,1.3799999999998818,-0.2599999999999909,0.7400000000000091,2021-12-22 22:59:00,2021-12-22 23:00:00,1.0
1456,2022-01-11 22:00:00,1,30.0,1.3099999999999454,1.3099999999999454,1.349999999999909,-0.4600000000000364,0.0,2022-01-11 22:30:00,2022-01-11 22:30:00,0.0
1457,2022-02-07 22:00:00,1,346.0,-0.20000000000004547,0.03999999999996362,0.2899999999999636,-2.060000000000173,0.2400000000000091,2022-02-07 22:00:00,2022-02-08 03:46:00,346.0
1458,2022-02-08 07:21:00,2,495.0,5.020000000000209,5.020000000000209,5.230000000000246,-3.2999999999999545,0.0,2022-02-08 15:36:00,2022-02-08 15:36:00,0.0
1459,2022-02-28 22:10:00,2,21.0,1.740000000000009,2.1499999999998636,2.3199999999999363,-0.4900000000000091,0.4099999999998545,2022-02-28 22:30:00,2022-02-28 22:31:00,1.0
1460,2022-02-28 22:50:00,2,10.0,2.25,2.25,2.2999999999999545,0.17000000000007276,0.0,2022-02-28 23:00:00,2022-02-28 23:00:00,0.0
1461,2022-03-02 22:10:00,4,637.0,5.2366326635756195,5.436632663575665,5.566632663575547,-4.740000000000009,0.20000000000004547,2022-03-03 08:46:00,2022-03-03 08:47:00,1.0
1462,2022-03-23 22:00:00,2,191.0,-0.5300000000002001,0.7299999999997908,0.8299999999999272,-2.4200000000000728,1.259999999999991,2022-03-23 22:18:00,2022-03-24 01:11:00,173.0
1463,2022-03-24 03:23:00,4,412.0,3.625,3.9550000000001546,4.035000000000082,-3.974999999999909,0.3300000000001546,2022-03-24 10:14:00,2022-03-24 10:15:00,1.0
1464,2022-05-25 22:20:00,2,1137.0,7.940000000000055,7.940000000000055,8.930000000000064,-8.164999999999964,0.0,2022-05-26 17:17:00,2022-05-26 17:17:00,0.0
1465,2022-05-26 22:20:00,2,276.0,0.22000000000002728,0.22000000000002728,0.650000000000091,-2.6799999999998363,0.0,2022-05-27 02:56:00,2022-05-27 02:56:00,0.0
1466,2022-05-27 03:38:00,2,73.0,4.5900000000001455,4.5900000000001455,5.170000000000073,-1.949999999999818,0.0,2022-05-27 04:51:00,2022-05-27 04:51:00,0.0
1467,2022-07-21 22:40:00,2,19.0,2.75,2.75,3.0499999999999545,-0.03000000000020009,0.0,2022-07-21 22:59:00,2022-07-21 22:59:00,0.0
1468,2022-10-05 22:30:00,3,228.0,0.7799999999999727,0.8200000000001637,0.9900000000000091,-2.0499999999999545,0.040000000000190994,2022-10-05 23:10:00,2022-10-06 02:18:00,188.0
1469,2022-11-04 22:00:00,3,3663.0,8.069999999999936,8.069999999999936,8.269999999999982,-5.42428635968713,0.0,2022-11-07 11:03:00,2022-11-07 11:03:00,0.0
1470,2023-01-13 22:00:00,6,3200.0,2.2419084581310926,2.2819084581312836,2.5219084581310653,-3.2400000000002365,0.040000000000190994,2023-01-16 03:19:00,2023-01-16 03:20:00,1.0
1471,2023-01-19 22:30:00,8,295.0,1.6100000000003547,1.8900000000003274,2.090000000000373,-2.3399999999996908,0.2799999999999727,2023-01-20 01:29:00,2023-01-20 03:25:00,116.0
1472,2023-01-25 22:30:00,4,27.0,2.2800000000002,2.450000000000273,2.4800000000002456,0.2600000000002183,0.17000000000007276,2023-01-25 22:56:00,2023-01-25 22:57:00,1.0
1473,2023-03-02 22:50:00,4,191.0,2.540000000000191,3.0,3.1900000000000546,-1.9199999999998454,0.459999999999809,2023-03-03 02:00:00,2023-03-03 02:01:00,1.0
1474,2023-03-03 22:20:00,4,3293.0,3.3299999999999272,3.519999999999982,3.5699999999999363,-3.25,0.19000000000005457,2023-03-06 05:12:00,2023-03-06 05:13:00,1.0
1475,2023-04-12 22:20:00,5,271.0,4.149999999999636,4.149999999999636,4.2599999999997635,-3.1400000000001,0.0,2023-04-13 02:51:00,2023-04-13 02:51:00,0.0
1476,2023-04-14 22:20:00,20,3283.0,2.1550000000004275,2.1550000000004275,2.575000000000273,-7.250000000000227,0.0,2023-04-17 05:03:00,2023-04-17 05:03:00,0.0
1477,2023-05-10 22:00:00,5,61.0,-1.3200000000001637,0.07999999999969987,0.32999999999969987,-3.1100000000001273,1.3999999999998636,2023-05-10 22:00:00,2023-05-10 23:01:00,61.0
1478,2023-06-05 22:50:00,5,383.0,2.0,2.1700000000000728,2.5,-3.0,0.17000000000007276,2023-06-06 05:12:00,2023-06-06 05:13:00,1.0
1479,2023-08-21 22:20:00,6,371.0,2.0199999999997544,2.0299999999997453,2.2599999999997635,-0.8700000000001182,0.009999999999990905,2023-08-22 04:30:00,2023-08-22 04:31:00,1.0
1480,2023-10-09 22:10:00,6,6.0,2.0399999999997362,2.149999999999636,2.439999999999827,0.169999999999618,0.10999999999989996,2023-10-09 22:15:00,2023-10-09 22:16:00,1.0
1481,2023-10-09 22:20:00,6,12.0,1.5,1.5,1.8300000000001546,-0.2699999999999818,0.0,2023-10-09 22:32:00,2023-10-09 22:32:00,0.0
1482,2023-10-19 22:20:00,13,252.0,4.740000000000009,7.190000000000055,8.549999999999955,-3.4399999999996,2.4500000000000455,2023-10-20 02:31:00,2023-10-20 02:32:00,1.0
1483,2023-10-27 22:00:00,7,6.0,2.7600000000002183,2.7600000000002183,2.800000000000182,-0.09999999999968168,0.0,2023-10-27 22:06:00,2023-10-27 22:06:00,0.0
1484,2023-10-27 22:10:00,28,3971.0,4.309361106749975,5.46936110674983,5.659361106749884,-6.880000000000109,1.1599999999998545,2023-10-30 16:20:00,2023-10-30 16:21:00,1.0
1485,2023-12-08 22:30:00,8,81.0,1.059999999999718,1.059999999999718,1.7399999999997817,-0.8200000000001637,0.0,2023-12-08 23:51:00,2023-12-08 23:51:00,0.0
1486,2023-12-13 22:00:00,8,6.0,-0.24000000000023647,1.2699999999997544,2.2599999999997635,-0.5700000000001637,1.509999999999991,2023-12-13 22:05:00,2023-12-13 22:06:00,1.0
1487,2023-12-13 22:20:00,8,1.0,1.6000000000001364,2.8600000000001273,3.3400000000001455,1.6000000000001364,1.259999999999991,2023-12-13 22:20:00,2023-12-13 22:21:00,1.0
1488,2023-12-13 22:30:00,8,6.0,5.580000000000155,5.580000000000155,6.0,0.31999999999993634,0.0,2023-12-13 22:36:00,2023-12-13 22:36:00,0.0
1489,2023-12-13 22:40:00,8,14.0,-0.5899999999996908,-0.5899999999996908,-0.019999999999754436,-2.8499999999996817,0.0,2023-12-13 22:54:00,2023-12-13 22:54:00,0.0
1490,2023-12-26 22:20:00,9,16.0,2.6700000000000728,2.6700000000000728,3.7100000000000364,-0.569999999999709,0.0,2023-12-26 22:36:00,2023-12-26 22:36:00,0.0
1491,2023-12-26 22:40:00,9,19.0,1.8200000000001637,1.9400000000000546,2.2200000000002547,-0.10999999999967258,0.11999999999989086,2023-12-26 22:58:00,2023-12-26 22:59:00,1.0
